1: Main Flora Type,1: Main Flora Type,2a: Aquatic Sub-Habitat or 2b: Other Sub-Habitat,2c: Rarity,3: Grouping,4: Size,5: Main Body,5a: Branches,5b: Roots,5c: Surface For Main Body,5d: Color For  Main Body,5e: Color Pattern For Main Body,5c: Surface For Branches,5d: Color For  Branches,5e: Color Pattern For Branches,5c: Surface For Roots,5d: Color For  Roots,5e: Color Pattern For Roots,6: Leaves,6a: Leaf Location,6b: Leaf Shape,6c: Leaf Margin,6c: Leaf Surface,6d: Leaf Venation,6e: Leaf Numbers,5c: Surface For Leaves,5d: Color For  Leaves,5e: Color Pattern For Leaves,7: Reproduction,7a: Seeds,7b: Primary Dispersal,7c: Flower Type,7d: Flower Shape,7e: Flower Size,7f: Pedal Shape,7g: Pedal Surface,7h: Flower Location,7i: Flower Scent,7j: Flower Frequency,5d: Color For ,5e: Color Pattern For,7k: Flower Pattern,7l: Stamens,7m: Pistils,8: Diet,8a: Tropism,9: Sentience,9a: Sentience Type,10: Edibility For Leaves,10a: Edible Preparation For Leaves or 10c: Medicinal Preparation For Leaves,10b: Medicinal Properties For Leaves,10: Edibility For Flowers,10a: Edible Preparation For Flowers or 10c: Medicinal Preparation For Flowers,10b: Medicinal Properties For Flowers,10: Edibility For Fruit,10a: Edible Preparation For Fruit or 10c: Medicinal Preparation For Fruit,10b: Medicinal Properties For Fruit,10: Edibility For Bark,10a: Edible Preparation For Bark or 10c: Medicinal Preparation For Bark,10b: Medicinal Properties For Bark,10: Edibility For Stems,10a: Edible Preparation For Stems or 10c: Medicinal Preparation For Stems,10b: Medicinal Properties For Stems,10: Edibility For Roots,10a: Edible Preparation For Roots or 10c: Medicinal Preparation For Roots,10b: Medicinal Properties For Roots,
Herbaceous,Terrestrial,Mountains & Forest / Jungle,Uncommon,Solitary (1-2),Average (25cm-1m),Stem / Trunk,Random,Tap,Smooth,Green,N/A,Scaly,Green,N/A,Waxy,Brown,N/A,Compound,Branch Points,Pedate (Palmate Divided Latteral Lobes),Undulate,Hairy,Pinnate (Secondary Veins Paired Oppositely),Whorls (3-5),Smooth,Gold,N/A,Seeds,Grain,Water,Compound,Disc,Avg. (1-5cm),Wavy,Scaly,Terminal,Sweet,Perennial (Yearly),Smooth,Grey,Spotted,4-9,5+,Photo / Chemo-Synthetic,Light,Non-Sentient,N/A,Edible,Steeped,N/A,Medicinal / Other,Cold Extract,Anodyne,N/A,N/A,N/A,N/A,N/A,N/A,Edible,Raw,N/A,Edible,Roasted,N/A,
Herbaceous,Terrestrial,Forest / Jungle,Common,Solitary (1-2),Huge (>10m),Creeper Vine,Random,Fibrous,Waxy,Yellow,N/A,Smooth,White,N/A,Smooth,Green,N/A,Broad,Terminal,Palmate (Hand-Like),Smooth,Waxy,Reticulate (Smaller Veins Forming a Network),Pairs (2),Waxy,Blue,N/A,Suckers,Grain,Animal,Pairs,Spike,Small (5-10mm),Curly,Waxy,Branch Points,Foul,Poly-Annual (2-7 Years),Waxy,Green,Solid,4-9,2-4,Photo / Chemo-Synthetic,Gravity,Non-Sentient,N/A,Non-Edible,N/A,N/A,Medicinal / Other,Powder,Deodorant,N/A,N/A,N/A,Non-Edible,N/A,N/A,Non-Edible,N/A,N/A,Non-Edible,N/A,N/A,
Fungus,Terrestrial,Forest / Jungle,Very Common,Small Patch (1-12),Small (5-25cm),Stem / Trunk,Random,Rhizoid,Smooth,Green,N/A,Smooth,Green,N/A,Smooth,White,N/A,Needles,Terminal,Lanceolate (Pointed at Both Ends),Crenate,Hairy,Arcute (Secondary Veins Bending Towards Apex),Singles (1),Smooth,Brown,N/A,Seeds,Spore,Wind,Pairs,Funnel,Small (5-10mm),Blade,Waxy,Terminal,Sweet,Other,Scaly,Black,Night Blooming,4-9,2-4,Decay,Gravity,Non-Sentient,N/A,Nutritious / Tasty,Dried,N/A,Nutritious / Tasty,Dried,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Nutritious / Tasty,Roasted,N/A,Edible,Blanched,N/A,
Fungus,Terrestrial,Marsh / Swamp / Bog,Uncommon,Small Patch (1-12),Tiny (<5cm),Multiple Stems / Trunks,Ordered,Rhizoid,Smooth & Waxy,Brown,N/A,Scaly,Red,N/A,Smooth,Green,N/A,Needles & Blades,Terminal,Poly-Foliate (2-7 Leaflets),Undulate,Scaly & Sticky,Cross-Venulate (Small Veins Connecting Secondary Veins),Clusters (6+) & Pairs (2),Smooth,Green,N/A,Budding / Fragmentation,Spore,Animal,None,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Symbiotic,Heat,Non-Sentient,N/A,Edible,Blanched,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Medicinal / Other,Rubbed,Bitter Tonic,Non-Edible,N/A,N/A,
Herbaceous,Terrestrial,Plains / Savannah,Common,Solitary (1-2),Small (5-25cm),Multiple Stems / Trunks,Radial,Fibrous,Smooth,Green,N/A,Smooth,Red,N/A,Smooth,Green,N/A,Broad,Terminal,Orbicular (Circular),Lobate,VelvetyDusty,Reticulate (Smaller Veins Forming a Network),Clusters (6+),Smooth,Yellow,N/A,Seeds,Fruit,Gravity,Pairs,Bell,Avg. (1-5cm),Blade,Hairy,Terminal,Sweet,Other,Smooth,Yellow,Solid,1-3,1,Photo / Chemo-Synthetic,Gravity,Non-Sentient,N/A,Edible,Raw,N/A,Medicinal / Other,Vapor / Smoke,Astringent,Non-Edible,N/A,N/A,N/A,N/A,N/A,Edible,Boiled,N/A,Edible,Steeped,N/A,
Herbaceous,Terrestrial,Forest / Jungle,Rare,Solitary (1-2),Average (25cm-1m),Stem / Trunk,None,Tap,Flaky,Red,N/A,Smooth,Green,N/A,Other,Yellow,N/A,Compound,Terminal,Obcordate (Heart Stem at Point),Smooth,Smooth,Palmate (Several Primary Veins Diverging from a Point),Pairs (2) & Singles (1),Rough,Gold,N/A,Suckers,Fruit,Gravity,Single,Disc,Avg. (1-5cm),Wavy,Velvety,Random Interval,Sweet,Other,Smooth,Brown,Phases,10+,2-4,Photo / Chemo-Synthetic,Gravity,Non-Sentient,N/A,Non-Edible,N/A,N/A,Medicinal / Other,Grated,Abortifacient,Medicinal / Other,Wash,Anticoagulant,N/A,N/A,N/A,Edible,Ground,N/A,Edible,Raw,N/A,
Herbaceous,Terrestrial,Plains / Savannah,Rare,Medium Patch (12-120),Large (1-10m),Stem / Trunk,Random,Fibrous,Smooth,Yellow,N/A,Smooth,Blue,N/A,Scaly,Brown,N/A,Broad,Terminal,Flabellate (Fan Shaped),Dentate,Sticky,Reticulate (Smaller Veins Forming a Network),Pairs (2),Waxy,Silver,N/A,Seeds,Fruit,Gravity,Compound,Spike,Avg. (1-5cm),Wavy,Waxy,Terminal,Sweet,Annual (Once),Smooth,Green,Patches,10+,0,Photo / Chemo-Synthetic,Light,Non-Sentient,N/A,Edible,Dried,N/A,Nutritious / Tasty,Raw,N/A,Non-Edible,N/A,N/A,Edible,Steeped,N/A,Medicinal / Other,Powder,Depurative,Non-Edible,N/A,N/A,
Woody,Terrestrial,Forest / Jungle,Very Rare,Medium Patch (12-120),Small (5-25cm),Creeper Vine,Random,Tap,Scaly,Orange,N/A,Smooth,Silver,N/A,Scaly,Green,N/A,Broad,Regular Interval,Obtuse (Bluntly Tipped),Serate,VelvetyDusty,Longitudinal (Veins Mostly Aligned Along Axis of Leaf),Clusters (6+),Smooth,Green,N/A,Seeds,Nut,Gravity,Bunches,Bell,Avg. (1-5cm),Blade,Dusty,Terminal,Sweet,Perennial (Yearly),Scaly,Violet & Red,Mottled,10+,5+,Photo / Chemo-Synthetic,Gravity,Non-Sentient,N/A,Nutritious / Tasty,Raw,N/A,Non-Edible,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Non-Edible,N/A,N/A,Non-Edible,N/A,N/A,
Herbaceous,Terrestrial,Plains / Savannah,Common,Medium Patch (12-120),Average (25cm-1m),Stem / Trunk,Radial,Fibrous,Smooth,Gold,N/A,Smooth,Green,N/A,Smooth,Green,N/A,Broad,Terminal,Cuneate (Wedge Accute Base),Smooth,Smooth,Longitudinal (Veins Mostly Aligned Along Axis of Leaf),Clusters (6+),Smooth,Brown,N/A,Suckers,Fruit,Animal,Single,Bell,Avg. (1-5cm),Oval,Sticky,Stem / Trunk,Foul,Poly-Annual (2-7 Years),Smooth,Silver,Mottled & Mimicry,10+,5+,Photo / Chemo-Synthetic,Light,Non-Sentient,N/A,Non-Edible,N/A,N/A,Medicinal / Other,Cold Extract,Demulcent,Medicinal / Other,Powder,Caustic,N/A,N/A,N/A,Non-Edible,N/A,N/A,Non-Edible,N/A,N/A,
Woody,Terrestrial,Plains / Savannah,Uncommon,Medium Patch (12-120),Average (25cm-1m),Multiple Stems / Trunks,Radial,Fibrous,Waxy,Blue,N/A,Waxy,Green,N/A,Smooth,Silver,N/A,Broad,Terminal,Truncate (Squared off Apex),Sinuate,VelvetyDusty & Hairy,Palmate (Several Primary Veins Diverging from a Point),Whorls (3-5),Rough,Green,N/A,Seeds,Nut,Animal,Compound,Sphere,Avg. (1-5cm),Oval,Waxy,Random Interval,Sweet,Perennial (Yearly),Flaky,Yellow,Patches,10+,0,Photo / Chemo-Synthetic,Light,Non-Sentient,N/A,Medicinal / Other,Re-Roll,Antihydrotic,Edible,Raw,N/A,N/A,N/A,N/A,Edible,Boiled,N/A,Non-Edible,N/A,N/A,Non-Edible,N/A,N/A,
Fungus,Sub-Terrestrial,Forest / Jungle & Forest / Jungle,Common,Small Patch (1-12),Huge (>10m),Creeper Vine,None,Rhizoid,Smooth,Silver,N/A,Smooth & Smooth,Yellow,N/A,Smooth,Yellow,N/A,Broad,Terminal,Lanceolate (Pointed at Both Ends),Smooth,Error: Roll Out of Range,Arcute (Secondary Veins Bending Towards Apex),Pairs (2),Smooth,Brown,N/A,Seeds,Spore,Wind,None,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Parasitic,Gravity,Non-Sentient,N/A,Non-Edible,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Nutritious / Tasty,Raw,N/A,Nutritious / Tasty,Steeped,N/A,Edible,Dried,N/A,
Herbaceous,Sub-Terrestrial,Forest / Jungle,Very Rare,Solitary (1-2),Average (25cm-1m),Stem / Trunk,Random,Fibrous,Waxy,Black,N/A,Smooth,Green,N/A,Smooth,Green,N/A,Broad,Branch Points,Reniform (Kidney),Sinuate,Sticky,Palmate (Several Primary Veins Diverging from a Point),Clusters (6+),Smooth,Violet,N/A,Suckers,Grain,Gravity,Spray,Bell,Large (5-10cm),Round,Scaly,Terminal,Foul,Poly-Annual (2-7 Years),Smooth,Yellow,Translucent,10+,0,Decay,Touch,Non-Sentient,N/A,Edible,Raw,N/A,Edible,Dried,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Nutritious / Tasty,Roasted,N/A,Medicinal / Other,Grated,Re-Roll,
Herbaceous,Sub-Terrestrial,Marsh / Swamp / Bog,Common,Solitary (1-2),Small (5-25cm),Creeper Vine,Radial,Fibrous,Smooth,Violet,N/A,Smooth,White,N/A,Smooth,Orange,N/A,Broad,Terminal,Cuneate (Wedge Accute Base),Lobate,VelvetyDusty & Scaly,Parallel (Veins Arranged Axially Not Intersecting),Clusters (6+),Other,Black,N/A,Seeds,Grain,Gravity,Bunches,Bell,Small (5-10mm),Curly,Dusty,Terminal,Sweet,Poly-Annual (2-7 Years),Flaky,Green,Luminescent,10+,2-4,Photo / Chemo-Synthetic,Light,Non-Sentient,N/A,Nutritious / Tasty,Roasted,N/A,Medicinal / Other,Vapor / Smoke,Cathartic,N/A,N/A,N/A,N/A,N/A,N/A,Edible,Steeped,N/A,Medicinal / Other,Other,Re-Roll,
Herbaceous,Aquatic,Fresh Water,Common,Large Patch (120+),Huge (>10m),Creeper Vine,Random,Fibrous,Smooth,Brown,N/A,Smooth,Yellow,N/A,Smooth,Gold,N/A,Compound,Stem / Trunk,Poly-Foliate (2-7 Leaflets),Serate,Scaly & Smooth,Dichotomous (Veins Branching in Symmetric Pairs),Singles (1),Waxy,Grey,N/A,Seeds,Spore,Animal,None,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Photo / Chemo-Synthetic,Gravity,Non-Sentient,N/A,Nutritious / Tasty,Roasted,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Nutritious / Tasty,Raw,N/A,Medicinal / Other,Rubbed,Vermifuge,Edible,Boiled,N/A,
Herbaceous,Terrestrial,Plains / Savannah,Rare,Solitary (1-2),Large (1-10m),Multiple Stems / Trunks,Radial,Tap,Smooth,Green,N/A,Smooth,Green,N/A,Smooth,Gold,N/A,Broad,Regular Interval,Reniform (Kidney),Serate,Hairy,Palmate (Several Primary Veins Diverging from a Point),Whorls (3-5),Waxy,White & White,Mottled,Seeds,Grain,Gravity,Bunches,Bell,Avg. (1-5cm),Wavy,Waxy,Terminal,None,Other,Smooth,Orange,Mimicry & Solid,10+,0,Photo / Chemo-Synthetic,Light,Non-Sentient,N/A,Medicinal / Other,Vapor / Smoke,Anthelmintic,Nutritious / Tasty,Dried,N/A,N/A,N/A,N/A,Medicinal / Other,Cold Compress,Cathartic,Edible,Roasted,N/A,Non-Edible,N/A,N/A,
Herbaceous,Aquatic,Fresh Water,Rare,Small Patch (1-12),Average (25cm-1m),Colonial Mass,Radial,Tap,Smooth,Red,N/A,Rough,Red,N/A,Smooth,Brown,N/A,Compound,Random Interval,Reniform (Kidney) & Aristate (Spine-Like Tip),Undulate & Ciliate,Smooth,Palmate (Several Primary Veins Diverging from a Point),Clusters (6+),Smooth,Green,N/A,Seeds,Fruit,Animal,Single,Disc,Large (5-10cm),Round,Velvety,Terminal,None,Annual (Once),Flaky,Black,Patches,10+,2-4,Photo / Chemo-Synthetic,Touch,Non-Sentient,N/A,Medicinal / Other,Other,Antibiotic,Medicinal / Other,Ground,Oil,Medicinal / Other,Infusion,Poison,N/A,N/A,N/A,Edible,Raw,N/A,Medicinal / Other,Cold Extract,Stimulant,
Herbaceous,Terrestrial,Plains / Savannah,Uncommon,Large Patch (120+),Tiny (<5cm),Creeper Vine,None,Fibrous,Smooth,Orange,N/A,Smooth,Green,N/A,Smooth,Black,N/A,Broad,Branch Points,Obcordate (Heart Stem at Point),Serate,Hairy,Pinnate (Secondary Veins Paired Oppositely),Pairs (2),Rough,Green,N/A,Suckers,Grain,Gravity,Bunches,Bell,Small (5-10mm),Blade,Hairy,Terminal,Foul,Annual (Once),Smooth,Green,Stripes,4-9,2-4,Photo / Chemo-Synthetic,Gravity,Non-Sentient,N/A,Medicinal / Other,Wash,Colorant,Nutritious / Tasty,Roasted,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Edible,Boiled,N/A,Nutritious / Tasty,Raw,N/A,
Herbaceous,Aquatic,Fresh Water,Uncommon,Small Patch (1-12),Average (25cm-1m),Colonial Mass,Random,Tap,Smooth,Brown,N/A,Waxy,Orange,N/A,Waxy,Blue,N/A,Blades,Branch Points,Obtuse (Bluntly Tipped),Spiny,Sticky,Longitudinal (Veins Mostly Aligned Along Axis of Leaf),Clusters (6+),Smooth,Green,N/A,Suckers,Fruit,Animal,Other,Sphere,Avg. (1-5cm),Oval,Sticky,Branch Points,None,Annual (Once),Rough,Yellow,Blushed,0,2-4,Decay,Light,Non-Sentient,N/A,Nutritious / Tasty,Raw,N/A,Nutritious / Tasty,Dried,N/A,Non-Edible & Nutritious / Tasty,N/A,N/A,N/A,N/A,N/A,Medicinal / Other,Infusion,Hydragogue,Medicinal / Other,Decoction,Bitter,
Herbaceous,Terrestrial,Forest / Jungle,Uncommon,Solitary (1-2),Average (25cm-1m),Creeper Vine,None,Rhizoid,Smooth,Green,N/A,Smooth,White,N/A,Smooth,Green,N/A,Compound,Terminal,Poly-Foliate (2-7 Leaflets),Crenate,VelvetyDusty,Longitudinal (Veins Mostly Aligned Along Axis of Leaf),Whorls (3-5),Waxy,Gold,N/A,Seeds,Nut,Gravity,Single,Bell,Small (5-10mm),Toothed & Wavy,Waxy,Stem / Trunk,Musky,Annual (Once),Smooth,Grey,Translucent,0,5+,Photo / Chemo-Synthetic,Light,Non-Sentient,N/A,Nutritious / Tasty,Blanched,N/A,Medicinal / Other,Grated,Cholagouge,N/A,N/A,N/A,N/A,N/A,N/A,Medicinal / Other,Decoction,Depurative,Medicinal / Other,Powder,Vasodialator,
Woody,Terrestrial,Marsh / Swamp / Bog,Common,Small Patch (1-12),Large (1-10m),Creeper Vine,Random,Tap,Smooth,Violet,N/A,Smooth,White,N/A,Rough,Silver,N/A,Broad,Terminal,Linear (Parallel Margins & Elongate) & Cuneate (Wedge Accute Base),Lobate,Smooth,Longitudinal (Veins Mostly Aligned Along Axis of Leaf),Pairs (2),Smooth,Blue,N/A,Seeds,Fruit,Animal,Single,Complex,Huge (>10cm),Wavy,Scaly,Branch Points,Sweet,Perennial (Yearly),Smooth,Red,Solid,4-9,0,Photo / Chemo-Synthetic,Gravity,Non-Sentient,N/A,Non-Edible,N/A,N/A,Non-Edible,N/A,N/A,Non-Edible,N/A,N/A,Edible,Ground,N/A,Non-Edible,N/A,N/A,Edible,Roasted,N/A,
Herbaceous,Terrestrial,Mountains,Very Rare,Medium Patch (12-120),Tiny (<5cm),Creeper Vine,Radial,Rhizoid,Smooth,White,N/A,Smooth,Yellow,N/A,Rough,White,N/A,Broad,Branch Points,Obtuse (Bluntly Tipped),Dentate & Sinuate,Sticky,Cross-Venulate (Small Veins Connecting Secondary Veins),Clusters (6+),Other,Blue,N/A,Budding / Fragmentation,Fruit,Wind,Pairs,Sphere,Avg. (1-5cm),Feathery,Velvety,Random Interval,Foul,Perennial (Yearly),Scaly,Yellow,Patches,4-9,1,Photo / Chemo-Synthetic,Light,Non-Sentient,N/A,Medicinal / Other,Bath,Antifungal,Edible,Ground,N/A,Non-Edible,N/A,N/A,N/A,N/A,N/A,Medicinal / Other,Grated,Poison,Non-Edible,N/A,N/A,
Herbaceous,Aquatic,Brackish,Rare,Small Patch (1-12),Average (25cm-1m),Creeper Vine,Radial,Tap,Scaly,Green,N/A,Smooth,Orange,N/A,Smooth,Silver,N/A,Broad,Terminal,Hastatae (Triangular Basal Lobes),Sinuate,Smooth,None,Whorls (3-5),Smooth,Grey,N/A,Seeds,Grain,Gravity,Other,Disc,Huge (>10cm),Round,Waxy,Regular Interval,Other / Specific,Annual (Once),Smooth,Copper,Blushed,10+,0,Photo / Chemo-Synthetic,None,Non-Sentient,N/A,Edible,Steeped,N/A,Non-Edible,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Medicinal / Other,Whole,Calmative,Non-Edible,N/A,N/A,
Herbaceous,Aquatic,Fresh Water,Uncommon,Large Patch (120+),Small (5-25cm),Stem / Trunk,Radial,Tap,Waxy,Grey,N/A,Smooth,Copper,N/A,Smooth,Brown,N/A,Needles,Terminal,Obtuse (Bluntly Tipped),Sinuate,VelvetyDusty,Dichotomous (Veins Branching in Symmetric Pairs),Pairs (2),Waxy,Blue,N/A,Seeds,Spore,Wind,None,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Decay,Light,Non-Sentient,N/A,Medicinal / Other,Decoction,Pectoral,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Nutritious / Tasty,Ground,N/A,Non-Edible,N/A,N/A,
Herbaceous,Aquatic,Fresh Water,Common,Medium Patch (12-120),Average (25cm-1m),Stem / Trunk,Radial,Tap,Smooth,Green,N/A,Smooth,Gold,N/A,Smooth,Green,N/A,Compound,Regular Interval,Cordate (Heart Stem in Cleft),Serrulate,Sticky,None,Whorls (3-5),Smooth,Copper,N/A,Seeds,Grain,Animal,Compound,Cone,Avg. (1-5cm),Toothed,Dusty,Stem / Trunk,Sweet,Annual (Once),Scaly,Grey,Stripes,4-9,0,Photo / Chemo-Synthetic,Gravity,Non-Sentient,N/A,Medicinal / Other,Other,Antiscorbutic,Medicinal / Other,Tincture,Anthelmintic,N/A,N/A,N/A,N/A,N/A,N/A,Nutritious / Tasty,Ground,N/A,Non-Edible,N/A,N/A,
Fungus,Terrestrial,Hills / Scrub,Uncommon,Small Patch (1-12),Small (5-25cm),Stem / Trunk,None,Advantageous,Flaky,White,N/A,Smooth,Brown,N/A,Scaly,Violet,N/A,Broad & Compound,Terminal,Obtuse (Bluntly Tipped),Lobate,Scaly,Longitudinal (Veins Mostly Aligned Along Axis of Leaf),Pairs (2),Smooth,Yellow,N/A,Seeds,Spore,Animal,None,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Decay,Light,Non-Sentient,N/A,Nutritious / Tasty,Ground,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Edible,Boiled,N/A,Non-Edible,N/A,N/A,
Fungus,Sub-Terrestrial,Forest / Jungle,Common,Large Patch (120+),Small (5-25cm),Colonial Mass,None,None,Smooth,Green,N/A,Smooth,Yellow,N/A,Scaly,Red,N/A,Compound,Terminal,Spear-Shaped (Pointed Barbbed-Base),Smooth,VelvetyDusty,Pinnate (Secondary Veins Paired Oppositely),Clusters (6+),Smooth,Green,N/A,Seeds,Spore,Animal,Pairs,Cone,Large (5-10cm),Oval,Smooth,Branch Points,Sweet,Perennial (Yearly),Waxy,Copper,Patches,4-9,2-4,Decay,Gravity,Non-Sentient,N/A,Non-Edible,N/A,N/A,Edible,Steeped,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Non-Edible,N/A,N/A,Nutritious / Tasty,Dried,N/A,
Herbaceous,Terrestrial,Plains / Savannah,Very Common,Small Patch (1-12),Average (25cm-1m),Creeper Vine,Random,Fibrous,Flaky,Orange,N/A,Smooth,Red,N/A,Smooth,Black,N/A,Broad,Regular Interval,Flabellate (Fan Shaped),Undulate,Scaly,Parallel (Veins Arranged Axially Not Intersecting),Clusters (6+),Smooth,Green & White,Solid,Seeds,Spore,Animal,Pairs,Spike,Avg. (1-5cm),Blade,Waxy,Terminal,Musky,Poly-Annual (2-7 Years),Waxy,Copper,Solid & Solid,4-9,2-4,Photo / Chemo-Synthetic,Touch,Non-Sentient,N/A,Nutritious / Tasty,Blanched,N/A,Medicinal / Other,Cold Compress,Narcotic,N/A,N/A,N/A,N/A,N/A,N/A,Medicinal / Other,Cold Compress,Anodyne,Edible,Raw,N/A,
Woody,Terrestrial,Hills / Scrub,Uncommon,Large Patch (120+),Average (25cm-1m),Multiple Stems / Trunks,Radial,Fibrous,Rough,Green,N/A,Scaly,Gold,N/A,Scaly,Yellow,N/A,Broad & Broad,Random Interval,Hastatae (Triangular Basal Lobes),Undulate,Smooth,Longitudinal (Veins Mostly Aligned Along Axis of Leaf) & Reticulate (Smaller Veins Forming a Network),Pairs (2),Smooth,Brown,N/A,Suckers,Fruit,Gravity,Pairs,Bell,Avg. (1-5cm),Blade,Sticky,Terminal,Musky,Poly-Annual (2-7 Years),Waxy,Grey,Mimicry,1-3,2-4,Photo / Chemo-Synthetic,Light,Non-Sentient,N/A,Medicinal / Other,Vapor / Smoke,Mucilaginous,Nutritious / Tasty,Raw,N/A,Non-Edible,N/A,N/A,Non-Edible,N/A,N/A,Medicinal / Other,Cold Compress,Vermicide,Non-Edible,N/A,N/A,
Herbaceous,Aquatic,Fresh Water,Common,Medium Patch (12-120),Average (25cm-1m),Creeper Vine,Ordered,Tubers,Rough,Black,N/A,Smooth,Yellow,N/A,Waxy,Gold,N/A,Compound,Terminal,Subulate (Awl),Crenate,VelvetyDusty,Palmate (Several Primary Veins Diverging from a Point),Singles (1) & Whorls (3-5),Smooth,Green,N/A,Suckers,Grain,Gravity,Spray,Bell,Avg. (1-5cm),Toothed & Round,Waxy,Random Interval,Sweet,Annual (Once),Smooth,Copper,Blushed,4-9,2-4,Parasitic,Touch & Touch,Non-Sentient,N/A,Edible,Boiled,N/A,Non-Edible,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Edible,Boiled,N/A,Medicinal / Other,Cold Extract,Astringent,
Herbaceous,Terrestrial,Plains / Savannah,Uncommon,Solitary (1-2),Average (25cm-1m),Creeper Vine,Radial,None,Scaly,Gold,N/A,Smooth,Green & White,Patches,Smooth,Red,N/A,Broad,Random Interval,Pinnatisect (Deep Opposite Lobing),Serrulate,Smooth,Pinnate (Secondary Veins Paired Oppositely),Clusters (6+),Waxy,Orange,N/A,Seeds,Grain,Wind,Bunches,Disc,Avg. (1-5cm),Thread,Waxy,Random Interval,Sweet,Perennial (Yearly),Scaly,Brown,Blushed,4-9,1,Photo / Chemo-Synthetic,Light,Non-Sentient,N/A,Nutritious / Tasty,Roasted,N/A,Edible,Roasted,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Edible,Steeped,N/A,Nutritious / Tasty,Boiled,N/A,
Herbaceous,Terrestrial,Forest / Jungle,Uncommon,Solitary (1-2),Large (1-10m),Creeper Vine,Radial,Fibrous,Smooth,Yellow,N/A,Smooth,Copper,N/A,Flaky,Orange,N/A,Broad,Random Interval,Cordate (Heart Stem in Cleft),Dentate,Hairy,Parallel (Veins Arranged Axially Not Intersecting),Whorls (3-5),Smooth,Grey,N/A,Seeds,Grain,Gravity,Spray,Funnel,Small (5-10mm),Blade,Scaly,Terminal,Sweet,Poly-Annual (2-7 Years),Smooth,Violet,Blushed,10+,2-4,Other,Light,Non-Sentient,N/A,Edible,Boiled,N/A,Edible,Roasted,N/A,N/A,N/A,N/A,Nutritious / Tasty,Steeped,N/A,Medicinal / Other,Ointment,Stimulant,Medicinal / Other,Re-Roll,Digestive,
Woody,Terrestrial,Plains / Savannah,Common,Large Patch (120+),Huge (>10m),Multiple Stems / Trunks,Radial,Tubers,Flaky,Brown,N/A,Scaly,Green,N/A,Flaky,Yellow,N/A,Broad,Branch Points,Orbicular (Circular),Sinuate,Waxy,Longitudinal (Veins Mostly Aligned Along Axis of Leaf),Clusters (6+),Rough,Blue,N/A,Suckers,Nut,Animal,Bunches,Bell,Avg. (1-5cm),Curly,Velvety,Branch Points,None,Other,Smooth,Yellow,Solid,10+,5+,Photo / Chemo-Synthetic,Gravity,Non-Sentient,N/A,Non-Edible,N/A,N/A,Nutritious / Tasty,Boiled,N/A,N/A,N/A,N/A,Nutritious / Tasty,Steeped,N/A,Edible,Boiled,N/A,Non-Edible,N/A,N/A,
Herbaceous,Terrestrial,Forest / Jungle,Uncommon,Medium Patch (12-120),Average (25cm-1m),Stem / Trunk,Random,Tubers,Waxy,Grey,N/A,Waxy,Grey,N/A,Waxy,Yellow,N/A,Broad,Terminal,Obtuse (Bluntly Tipped),Undulate,VelvetyDusty,None,Singles (1),Smooth,Yellow,N/A,Suckers,Fruit,Animal,None,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Photo / Chemo-Synthetic,Touch,Non-Sentient,N/A,Non-Edible,N/A,N/A,N/A,N/A,N/A,Nutritious / Tasty,Raw,N/A,N/A,N/A,N/A,Nutritious / Tasty,Raw,N/A,Edible,Steeped,N/A,
